ITEM_NO,NUMBER_INT,ZZ_PP,ZZ_ZJXH,ZZ_DZ,ZZ_GCZX,ZZ_GCBH,ZZ_CZYQ,CATEGORY_ID,QUANTITY,UNIT,DELIV_DATE,ZZ_EXTWG,ZZ_EWBEZ
4,4,42071,3158,32553,37,3,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37167,410,21,3237,42305,19723,26017,32529,32529
26,26,42071,3158,32553,34,529,42265,3237,42305,19723,26017,32529,32529
26,26,42071,3158,32553,16,35202,42265,3237,42305,19723,26017,32529,32529
26,26,42071,3158,32553,37167,74,21,3237,42305,19723,26017,32529,32529
26,26,42071,3158,32553,28,1318,42265,3237,42305,407,26017,32529,32529
25,25,42071,3158,32553,213,343,21,3237,42305,407,26017,32529,32529
25,25,42071,3158,32553,37167,1318,21,3237,42305,19723,26017,32529,32529
25,25,42071,3158,32553,37167,343,21,3237,42305,19723,26017,32529,32529
25,25,42071,3158,32553,37,217,21,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,37167,217,42265,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,37167,79,3,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,10,35202,42265,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,37167,3,21,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,34,79,42265,3237,42305,19723,26017,32529,32529
24,24,42071,3158,32553,4,335,21,3237,42305,19723,26017,32529,32529
23,23,42071,3158,32553,213,305,3,3237,42305,19723,26017,32529,32529
23,23,42071,3158,32553,34,1318,21,3237,42305,19723,26017,32529,32529
23,23,42071,3158,32553,3,1318,42265,3237,42305,19723,26017,32529,32529
23,23,42071,3158,32553,64,335,42265,3237,42305,19723,26017,32529,32529
22,22,42071,3158,32553,4,1,3,3237,42305,19723,26017,32529,32529
22,22,42071,3158,32553,18,1318,42265,3237,42305,19723,26017,32529,32529
22,22,42071,3158,32553,37167,217,21,3237,42305,19723,26017,32529,32529
22,22,42071,3158,32553,101,410,21,3237,42305,19723,26017,32529,32529
21,21,42071,3158,32553,7,217,21,3237,42305,19723,26017,32529,32529
21,21,2,3158,32553,37167,305,3,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,9,1318,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,37167,305,42265,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,37167,26,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,16,529,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,133,46,3,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,101,529,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,37167,1318,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,25,41,42265,3237,42305,19723,26017,32529,32529
6,6,4,3158,32553,21,1318,42265,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,190,343,42265,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,37167,529,42265,3237,42305,2068,26017,32529,32529
6,6,42071,3158,32553,9,343,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,81,217,42265,3237,42305,2068,26017,32529,32529
6,6,42071,3158,32553,37167,3,21,3237,42305,19723,26017,32529,32529
6,6,42071,3158,32553,133,305,21,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,2,410,21,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,4,35202,42265,3237,42305,407,26017,32529,32529
5,5,42071,3158,32553,37167,3,21,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,37,1,42265,3237,42305,407,26017,32529,32529
5,5,42071,3158,32553,3,71,21,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,24,403,42265,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,37167,403,21,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,37167,1318,42265,3237,42305,19723,26017,32529,32529
5,5,42071,3158,32553,8,1318,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,40,410,21,3237,42305,407,26017,32529,32529
8,8,42071,3158,32553,9,1318,42265,3237,42305,407,26017,32529,32529
8,8,42071,3158,32553,2,1318,21,3237,42305,407,26017,32529,32529
8,8,42071,3158,32553,7,41,3,3237,42305,407,26017,32529,32529
8,8,42071,3158,32553,133,1318,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,305,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,190,529,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,529,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,213,35202,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,101,529,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,3,343,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,213,41,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,55,3,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,213,343,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,1,1,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,70,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,21,35202,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,305,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,32,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,101,1,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,4,343,21,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,37167,4,3,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,22,1,42265,3237,42305,19723,26017,32529,32529
8,8,42071,3158,32553,3,1318,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,213,410,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,213,32,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,2,30,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37,335,21,3237,42305,407,26017,32529,32529
4,4,42071,3158,32553,78,12,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,133,1,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37167,1318,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,1,403,21,3237,42305,19723,26017,32529,32529
4,4,4,3158,32553,44,335,42265,3237,42305,2068,26017,32529,32529
4,4,42071,3158,32553,190,529,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37,17,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,2,73,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,3,343,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,133,1318,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,44,3,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,190,343,21,3237,42305,2068,26017,32529,32529
4,4,42071,3158,32553,81,27,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,12,17,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37167,18,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,37,1,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,9,79,3,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,5,104,42265,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,44,217,21,3237,42305,19723,26017,32529,32529
4,4,42071,3158,32553,6,335,42265,3237,42305,19723,26017,32529,32529
88,88,42071,229,32553,37167,5,21,523,42305,19723,26017,32529,32529
88,88,42071,229,32553,20,104,21,523,42305,19723,26017,32529,32529
85,85,1,229,32553,190,1318,21,523,42305,19723,26017,32529,32529
81,81,42071,229,32553,36,343,21,523,42305,19723,26017,32529,32529
76,76,42071,229,32553,25,403,42265,523,42305,19723,26017,32529,32529
75,75,42071,229,32553,190,343,21,523,42305,19723,26017,32529,32529
73,73,42071,229,32553,190,410,21,523,42305,19723,26017,32529,32529
69,69,42071,229,32553,44,335,21,523,42305,19723,26017,32529,32529
65,65,42071,19,32553,3,74,42265,523,42305,19723,26017,32529,32529
63,63,42071,229,32553,37167,86,42265,523,42305,19723,26017,32529,32529
63,63,42071,229,32553,190,529,42265,523,42305,19723,26017,32529,32529
61,61,42071,229,32553,4,410,42265,523,42305,19723,26017,32529,32529
60,60,2,229,32553,23,1318,21,523,42305,19723,26017,32529,32529
60,60,42071,229,32553,1,1318,21,523,42305,19723,26017,32529,32529
59,59,42071,229,32553,5,8,21,523,42305,19723,26017,32529,32529
56,56,42071,19,32553,2,217,21,523,42305,19723,26017,32529,32529
54,54,42071,229,32553,22,34,21,523,42305,19723,26017,32529,32529
51,51,42071,229,32553,37167,1,21,523,42305,19723,26017,32529,32529
49,49,42071,16,32553,37,8,21,523,42305,19723,26017,32529,32529
47,47,42071,229,32553,37167,70,42265,523,42305,19723,26017,32529,32529
44,44,42071,229,32553,16,41,42265,523,42305,19723,26017,32529,32529
43,43,42071,229,32553,7,104,42265,523,42305,19723,26017,32529,32529
40,40,42071,229,32553,23,1318,42265,523,42305,19723,26017,32529,32529
38,38,42071,229,32553,64,217,21,523,42305,19723,26017,32529,32529
7,7,2,3158,32553,37167,343,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,1318,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,1,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,7,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,2,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,1,35202,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,27,70,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,38,35202,3,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,46,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,101,305,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,1,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,18,529,3,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,6,86,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,403,3,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,1,217,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,1318,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,11,305,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,32,42265,3237,42305,2068,26017,32529,32529
7,7,42071,3158,32553,37167,1318,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,101,1,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,25,35202,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,21,73,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,30,42265,3237,42305,19723,26017,32529,32529
2373,2373,42071,43,32553,37167,1318,42265,81,42305,19723,26017,32529,32529
2010,2010,42071,43,32553,78,1318,42265,81,42305,19723,26017,32529,32529
1724,1724,42071,43,32553,1,4,21,81,42305,19723,26017,32529,32529
1529,1529,42071,244,32553,37167,335,21,81,42305,19723,26017,32529,32529
1356,1356,42071,35,32553,30,1318,42265,81,42305,19723,26017,32529,32529
1184,1184,42071,195,32553,190,24,42265,81,42305,19723,26017,32529,32529
1077,1077,42071,51,32553,37167,3,42265,81,42305,19723,26017,32529,32529
994,994,42071,22,32553,37167,45,42265,81,42305,19723,26017,32529,32529
908,908,42071,327,32553,14,1318,21,81,42305,19723,26017,32529,32529
843,843,42071,156,32553,74,1318,42265,81,42305,19723,26017,32529,32529
764,764,4,30,32553,37167,1318,21,81,42305,19723,26017,32529,32529
715,715,42071,795,32553,2,529,3,81,42305,19723,26017,32529,32529
658,658,4,471,32553,37167,343,42265,81,42305,19723,26017,32529,32529
616,616,42071,1,32553,101,1318,21,81,42305,19723,26017,32529,32529
575,575,42071,19,32553,37167,1,21,81,42305,19723,26017,32529,32529
529,529,42071,43,32553,37167,78,21,81,42305,19723,26017,32529,32529
503,503,42071,43,32553,213,529,21,81,42305,19723,26017,32529,32529
484,484,42071,43,32553,5,3,21,81,42305,19723,26017,32529,32529
462,462,42071,795,32553,21,45,42265,81,42305,19723,26017,32529,32529
439,439,42071,1,32553,40,305,21,81,42305,19723,26017,32529,32529
416,416,42071,82,32553,133,1,42265,81,42305,19723,26017,32529,32529
396,396,42071,30,32553,34,343,42265,81,42305,19723,26017,32529,32529
379,379,42071,43,32553,1,403,21,81,42305,19723,26017,32529,32529
368,368,42071,44,32553,213,335,42265,81,42305,19723,26017,32529,32529
355,355,42071,37,32553,133,403,3,81,42305,19723,26017,32529,32529
43,43,42071,73,32553,10,35202,42265,660,42305,19723,26017,32529,32529
40,40,42071,162,32553,7,35202,42265,660,42305,19723,26017,32529,32529
38,38,42071,195,32553,37167,5,21,660,42305,19723,26017,32529,32529
38,38,42071,162,32553,34,1318,42265,660,42305,19723,26017,32529,32529
37,37,42071,12,32553,21,1,21,660,42305,19723,26017,32529,32529
37,37,42071,80,32553,11,305,21,660,42305,19723,26017,32529,32529
34,34,42071,8,32553,133,305,21,660,42305,19723,26017,32529,32529
34,34,42071,40,32553,5,1318,21,660,42305,19723,26017,32529,32529
33,33,42071,14,32553,37167,1318,42265,660,42305,19723,26017,32529,32529
37,37,42071,73,32553,190,343,21,660,42305,19723,26017,32529,32529
37,37,42071,73,32553,37167,529,42265,660,42305,19723,26017,32529,32529
37,37,42071,80,32553,1,35202,21,660,42305,19723,26017,32529,32529
37,37,42071,80,32553,37167,343,21,660,42305,19723,26017,32529,32529
36,36,42071,14,32553,37167,1318,21,660,42305,19723,26017,32529,32529
35,35,42071,80,32553,15,529,21,660,42305,19723,26017,32529,32529
35,35,42071,92,32553,74,343,21,660,42305,19723,26017,32529,32529
35,35,42071,80,32553,37167,529,42265,660,42305,19723,26017,32529,32529
35,35,42071,162,32553,213,217,21,660,42305,19723,26017,32529,32529
35,35,42071,162,32553,37167,1318,21,660,42305,19723,26017,32529,32529
35,35,42071,73,32553,37,343,3,660,42305,19723,26017,32529,32529
35,35,42071,59,32553,14,343,21,660,42305,19723,26017,32529,32529
34,34,42071,162,32553,11,79,42265,660,42305,19723,26017,32529,32529
33,33,42071,162,32553,14,1,42265,660,42305,19723,26017,32529,32529
33,33,42071,16,32553,37167,1,21,660,42305,19723,26017,32529,32529
33,33,42071,162,32553,14,335,42265,660,42305,19723,26017,32529,32529
38,38,42071,229,32553,11,35202,3,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,37167,1,21,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,37167,343,3,523,42305,19723,26017,32529,32529
34,34,42071,229,32553,28,1318,21,523,42305,19723,26017,32529,32529
34,34,42071,229,32553,12,27,21,523,42305,19723,26017,32529,32529
33,33,42071,16,32553,37167,79,42265,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,1,403,42265,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,30,2,21,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,190,1318,21,523,42305,19723,26017,32529,32529
37,37,42071,229,32553,37167,86,42265,523,42305,19723,26017,32529,32529
36,36,42071,229,32553,30,27,42265,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,37167,1318,42265,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,213,70,42265,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,14,1,21,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,213,35202,3,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,32,1318,42265,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,3,86,21,523,42305,19723,26017,32529,32529
35,35,42071,229,32553,37167,1318,42265,523,42305,19723,26017,32529,32529
34,34,42071,229,32553,14,1,42265,523,42305,19723,26017,32529,32529
33,33,42071,229,32553,38,3,21,523,42305,19723,26017,32529,32529
33,33,42071,229,32553,37167,41,42265,523,42305,19723,26017,32529,32529
33,33,42071,229,32553,2,305,42265,523,42305,19723,26017,32529,32529
32,32,42071,229,32553,9,1318,21,523,42305,19723,26017,32529,32529
32,32,42071,229,32553,9,403,21,523,42305,19723,26017,32529,32529
7,7,42071,3158,32553,81,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,2,1318,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,9,529,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,133,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,81,11,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,35202,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,78,529,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,213,1,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,81,305,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,16,86,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,101,1,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,34,86,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,8,7,42265,3237,42305,407,26017,32529,32529
7,7,42071,3158,32553,37167,1318,42265,3237,42305,407,26017,32529,32529
7,7,42071,3158,32553,37167,35202,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,74,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,17,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,1,1,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,23,35202,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,27,55,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,9,529,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37,79,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,190,217,42265,3237,42305,19723,26017,32529,32529
339,339,42071,43,32553,37167,1318,42265,81,42305,19723,26017,32529,32529
323,323,42071,43,32553,1,217,42265,81,42305,19723,26017,32529,32529
312,312,42071,3,32553,213,410,21,81,42305,19723,26017,32529,32529
290,290,42071,13,32553,7,529,42265,81,42305,19723,26017,32529,32529
287,287,3,43,32553,19,403,21,81,42305,19723,26017,32529,32529
273,273,42071,43,32553,37167,335,3,81,42305,19723,26017,32529,32529
261,261,42071,43,32553,37167,335,42265,81,42305,19723,26017,32529,32529
250,250,42071,3158,32553,81,34,42265,81,42305,19723,26017,32529,32529
231,231,42071,77,32553,5,403,21,81,42305,19723,26017,32529,32529
215,215,42071,19,32553,37167,1318,21,81,42305,19723,26017,32529,32529
212,212,42071,70,32553,40,78,42265,81,42305,19723,26017,32529,32529
207,207,42071,3158,32553,37167,30,21,81,42305,19723,26017,32529,32529
197,197,42071,3158,32553,37167,1318,21,81,42305,19723,26017,32529,32529
191,191,42071,70,32553,74,1318,3,81,42305,19723,26017,32529,32529
186,186,1,43,32553,37167,3,42265,81,42305,19723,26017,32529,32529
180,180,42071,43,32553,213,74,21,81,42305,19723,26017,32529,32529
176,176,42071,195,32553,27,1,21,81,42305,19723,26017,32529,32529
174,174,42071,43,32553,14,1318,21,81,42305,19723,26017,32529,32529
163,163,42071,43,32553,14,403,42265,81,42305,19723,26017,32529,32529
154,154,42071,43,32553,101,335,3,81,42305,19723,26017,32529,32529
151,151,42071,795,32553,133,1318,21,81,42305,19723,26017,32529,32529
146,146,42071,21,32553,27,35202,42265,81,42305,19723,26017,32529,32529
141,141,42071,43,32553,44,10,3,81,42305,19723,26017,32529,32529
134,134,42071,43,32553,3,74,42265,81,42305,19723,26017,32529,32529
131,131,42071,3158,32553,44,335,42265,81,42305,19723,26017,32529,32529
32,32,42071,25,32553,37167,403,21,660,42305,19723,26017,32529,32529
32,32,1,162,32553,37167,305,42265,660,42305,19723,26017,32529,32529
32,32,42071,162,32553,1,35202,21,660,42305,19723,26017,32529,32529
32,32,42071,14,32553,5,2,21,660,42305,19723,26017,32529,32529
31,31,42071,14,32553,2,217,21,660,42305,19723,26017,32529,32529
30,30,42071,3,32553,37167,529,21,660,42305,19723,26017,32529,32529
29,29,42071,80,32553,38,1318,42265,660,42305,2068,26017,32529,32529
29,29,42071,162,32553,213,410,21,660,42305,2068,26017,32529,32529
29,29,42071,80,32553,7,529,21,660,42305,2068,26017,32529,32529
29,29,42071,162,32553,4,335,21,660,42305,19723,26017,32529,32529
30,30,42071,162,32553,11,1318,21,660,42305,19723,26017,32529,32529
30,30,42071,162,32553,11,1,21,660,42305,19723,26017,32529,32529
30,30,42071,25,32553,101,343,42265,660,42305,19723,26017,32529,32529
30,30,42071,3158,32553,16,335,21,660,42305,19723,26017,32529,32529
30,30,42071,162,32553,19,335,21,660,42305,19723,26017,32529,32529
30,30,42071,162,32553,37167,1318,42265,660,42305,19723,26017,32529,32529
30,30,42071,195,32553,37167,305,21,660,42305,19723,26017,32529,32529
29,29,42071,80,32553,81,6,21,660,42305,19723,26017,32529,32529
29,29,42071,80,32553,36,1318,21,660,42305,19723,26017,32529,32529
28,28,42071,80,32553,37167,343,21,660,42305,19723,26017,32529,32529
28,28,42071,14,32553,37167,1,42265,660,42305,19723,26017,32529,32529
26,26,42071,162,32553,133,529,3,660,42305,19723,26017,32529,32529
26,26,42071,73,32553,37167,79,21,660,42305,19723,26017,32529,32529
26,26,42071,73,32553,37167,343,3,660,42305,19723,26017,32529,32529
26,26,42071,80,32553,190,1,21,660,42305,19723,26017,32529,32529
32,32,42071,229,32553,37,32,21,523,42305,19723,26017,32529,32529
32,32,42071,229,32553,1,335,42265,523,42305,19723,26017,32529,32529
31,31,42071,229,32553,37167,343,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,21,305,21,523,42305,19723,26017,32529,32529
29,29,42071,229,32553,3,1318,21,523,42305,19723,26017,32529,32529
29,29,1,19,32553,37167,10,42265,523,42305,19723,26017,32529,32529
29,29,3,229,32553,37167,1318,42265,523,42305,19723,26017,32529,32529
29,29,42071,229,32553,37167,1318,42265,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,37167,1318,3,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,4,529,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,37167,2,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,3,46,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,40,403,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,40,410,21,523,42305,19723,26017,32529,32529
30,30,42071,229,32553,213,403,42265,523,42305,19723,26017,32529,32529
29,29,42071,229,32553,22,305,21,523,42305,19723,26017,32529,32529
29,29,42071,229,32553,37167,2,21,523,42305,19723,26017,32529,32529
28,28,42071,229,32553,81,86,21,523,42305,19723,26017,32529,32529
28,28,42071,229,32553,5,1318,21,523,42305,19723,26017,32529,32529
26,26,42071,229,32553,37167,45,21,523,42305,19723,26017,32529,32529
26,26,42071,229,32553,37167,46,42265,523,42305,19723,26017,32529,32529
26,26,42071,229,32553,37167,410,42265,523,42305,19723,26017,32529,32529
26,26,4,229,32553,37167,403,42265,523,42305,19723,26017,32529,32529
26,26,42071,229,32553,74,76,42265,523,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,41,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,1,1318,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,78,70,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,4,1318,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,3,24,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,2,217,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,15,1318,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,20,71,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,213,1318,3,3237,42305,19723,26017,32529,32529
7,7,42071,29,32553,64,11,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,190,79,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,37167,305,42265,3237,42305,19723,26017,32529,32529
7,7,3,3158,32553,5,305,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,15,1318,42265,3237,42305,19723,26017,32529,32529
7,7,3,3158,32553,37167,1,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,11,4,42265,3237,42305,407,26017,32529,32529
7,7,42071,3158,32553,25,35202,3,3237,42305,407,26017,32529,32529
7,7,1,3158,32553,37167,529,21,3237,42305,407,26017,32529,32529
7,7,42071,3158,32553,213,2,21,3237,42305,407,26017,32529,32529
7,7,1,3158,32553,5,16,21,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,4,403,42265,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,190,305,3,3237,42305,19723,26017,32529,32529
7,7,42071,3158,32553,3,1318,3,3237,42305,19723,26017,32529,32529
7,7,3,3158,32553,14,1318,42265,3237,42305,19723,26017,32529,32529
128,128,42071,16,32553,133,529,42265,81,42305,19723,26017,32529,32529
126,126,42071,150,32553,213,1318,42265,81,42305,19723,26017,32529,32529
124,124,42071,43,32553,14,343,42265,81,42305,19723,26017,32529,32529
122,122,42071,42,32553,37167,35202,21,81,42305,19723,26017,32529,32529
116,116,42071,37,32553,37167,74,21,81,42305,19723,26017,32529,32529
114,114,42071,43,32553,28,1,42265,81,42305,19723,26017,32529,32529
106,106,42071,795,32553,9,41,21,81,42305,19723,26017,32529,32529
4155,4155,42071,3158,32553,37167,343,42265,128,42305,19723,26017,32529,32529
2932,2932,42071,56,32553,81,1,21,128,42305,19723,26017,32529,32529
2373,2373,42071,50,32553,133,335,21,128,42305,19723,26017,32529,32529
2010,2010,42071,77,32553,6,403,21,128,42305,19723,26017,32529,32529
1724,1724,42071,77,32553,16,403,21,128,42305,19723,26017,32529,32529
1529,1529,3,77,32553,3,410,42265,128,42305,19723,26017,32529,32529
1356,1356,42071,77,32553,213,70,21,128,42305,19723,26017,32529,32529
1184,1184,42071,3158,32553,4,335,21,128,42305,19723,26017,32529,32529
1077,1077,42071,77,32553,5,1318,42265,128,42305,19723,26017,32529,32529
994,994,42071,77,32553,28,1318,21,128,42305,19723,26017,32529,32529
908,908,42071,795,32553,15,1,21,128,42305,19723,26017,32529,32529
843,843,42071,3158,32553,12,18,21,128,42305,19723,26017,32529,32529
764,764,42071,4,32553,4,403,3,128,42305,19723,26017,32529,32529
715,715,42071,3158,32553,2,217,21,128,42305,19723,26017,32529,32529
658,658,42071,2,32553,4,335,42265,128,42305,19723,26017,32529,32529
616,616,4,33,32553,11,529,21,128,42305,19723,26017,32529,32529
575,575,42071,77,32553,1,1,42265,128,42305,19723,26017,32529,32529
529,529,42071,77,32553,14,529,42265,128,42305,19723,26017,32529,32529
26,26,42071,80,32553,37167,403,21,660,42305,19723,26017,32529,32529
26,26,42071,162,32553,37167,410,21,660,42305,19723,26017,32529,32529
26,26,42071,80,32553,37167,343,21,660,42305,19723,26017,32529,32529
26,26,42071,389,32553,22,2,21,660,42305,19723,26017,32529,32529
26,26,42071,73,32553,133,335,3,660,42305,19723,26017,32529,32529
25,25,4,162,32553,44,343,21,660,42305,19723,26017,32529,32529
25,25,42071,162,32553,213,1318,21,660,42305,19723,26017,32529,32529
25,25,42071,162,32553,37167,78,21,660,42305,19723,26017,32529,32529
25,25,42071,162,32553,37167,3,42265,660,42305,19723,26017,32529,32529
